Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Aviation-Large Aircraft,,Queens,1/26/15 3:51,1/26/15 7:39,,
Fire-Manhole,Astoria Blvd & 108 St,Queens,1/29/15 21:26,1/30/15 14:19,,
Fire-2nd Alarm,97 Bond Street,staten island,1/30/15 21:47,1/31/15 1:01,,
Transportation-Train Ground Level,,Manhattan,1/28/15 19:13,1/31/15 9:32,40.75309312,-73.97712303
Fire-2nd Alarm,115A Nelson Ave,Staten island,5/24/15 14:18,5/24/15 17:36,40.54696186,-74.14964889
Utility-Power Outage,,Brooklyn,3/21/16 4:51,3/21/16 6:37,,
Utility-Water Service Line,1995 3 Avenue,Manhattan,3/18/16 8:53,3/21/16 11:21,40.79385264,-73.94300634
Structural-Stability Problem,1830 Bruckner Boulevard,Bronx,3/21/16 11:51,3/21/16 13:48,40.82519102,-73.86347378
Utility-Water Main,Cherry Street & Prospect Avenue,Queens,3/21/16 8:18,3/22/16 8:49,,
Law Enforcement-Haz Mat,Longstreet Avenue & Chaffee Avenue,Bronx,3/22/16 13:46,3/22/16 15:15,40.81617749,-73.80447432
Fire-Sensitive Location,,Brooklyn,3/22/16 14:14,3/22/16 16:23,,
Fire-2nd Alarm,Arthur Kill Rd & Richmond Avenue,Staten Island,3/22/16 17:17,3/22/16 19:40,40.56109154,-74.16982752
Transportation-Car,Cross Bronx Expressway & Webster Avenue,Bronx,12/27/16 6:21,12/27/16 12:38,40.84442118,-73.90277739
Fire-1st Alarm,101 East 116 St,Manhattan,8/31/11 15:36,8/31/11 16:59,40.7991224,-73.9427779
LawEnforcement-Device,W 233 St & Bailey Avenue,Bronx,9/1/11 1:17,9/1/11 1:56,,
LawEnforcement-Suspicious Package,E. 125th St & 1st Ave,Manhattan,9/1/11 10:55,9/1/11 12:12,,
Utility-Water Main,19 Granite Ave,Staten Island,12/12/11 7:19,12/12/11 20:10,40.63757946,-74.14700207
HazMat-oil spill,685 Saint Marks Ave,Brooklyn,12/13/11 13:40,12/13/11 18:19,40.67524158,-73.95053063
LawEnforcement-Suspicious Package,1 Madison Avenue,Manhattan,12/14/11 11:16,12/14/11 12:41,40.74094751,-73.98804809
LawEnforcement-Suspicious Package,14 Wall Street,Manhattan,12/14/11 12:29,12/14/11 14:34,40.70734628,-74.01099728
Law Enforcement-Suspicious Package,175 Van wyck expy,Queens,3/22/16 20:18,3/22/16 21:14,40.77368905,-74.02317202
Utility-Water Service Line,408 Fulton Street,Brooklyn,3/23/16 8:50,3/24/16 9:46,40.69106954,-73.98640189
Law Enforcement-Suspicious Package,Cadman Plaza West & Clark Street,Brooklyn,3/24/16 11:33,3/24/16 11:44,40.69701244,-73.99136654
Fire-Haz Mat,Cross Island Parkway & 157 Street,Queens,3/24/16 16:39,3/24/16 19:06,40.78662884,-73.80515332
Law Enforcement-Suspicious Package,,Brooklyn,3/25/16 10:52,3/25/16 11:56,,
Fire-School,143-41 101 Avenue,Queens,3/25/16 12:24,3/25/16 13:58,40.69528957,-73.80724139
Structural-Other,39-18 208 Street,Queens,3/26/16 1:38,3/26/16 4:19,40.7628947,-73.77767585
Utility-Other,5 Avenue & 23 Street,Brooklyn,12/6/16 15:59,,40.66022112,-73.9945785
Utility-Water Service Line,50 Central Park South,Manhattan,12/6/16 12:02,,40.71442154,-74.00607638
Utility-Water Main,686 Lexington Ave,Manhattan,6/17/12 20:06,6/18/12 13:23,40.76054705,-73.96942197
Rescue-Injured Construction Worker,20  W 64 St,Manhattan,6/19/12 10:02,6/19/12 11:04,40.77142959,-73.98033459
Utility-Water Main,150 55th Street,Brooklyn,6/24/13 11:21,6/24/13 13:40,40.64694066,-74.02092962
Fire-1st Alarm,423 East 23rd Street,Manhattan,6/24/13 10:56,6/24/13 13:42,40.73646928,-73.9777324
Fire-10-76 (Commercial High Rise),121 Dekalb Ave,Brooklyn,11/4/13 15:43,11/4/13 17:08,40.68977809,-73.97745952
Fire-2nd Alarm,524 Broadway,Manhattan,11/4/13 15:54,11/4/13 17:44,40.72279981,-73.99898624
Utility-Water Service Line,271-11 76th Avenue,Queens,9/17/13 7:10,11/5/13 19:22,40.75409351,-73.70597569
HazMat-Fuel,455 Huguenot Avenue,Staten Island,11/6/13 9:50,11/6/13 10:32,40.54401262,-74.19769772
Utility-Sink Hole,154-20 29 Avenue,Queens,5/1/14 9:57,5/2/14 18:40,40.77171063,-73.80975683
Fire-2nd Alarm,474 Stratford Road,Brooklyn,3/23/16 13:14,3/26/16 4:58,40.63677125,-73.96738533
Fire-2nd Alarm,236 12th Street,Brooklyn,3/26/16 13:05,3/28/16 9:28,40.66809609,-73.98930478
Utility-Water Main,285 Jay Street,Brooklyn,3/28/16 6:50,3/28/16 14:49,40.6955381,-73.98711862
Law Enforcement-Device,1535 Broadway,New York,3/28/16 14:32,3/28/16 15:47,40.75826657,-73.98546772
Structural-Scaffold,95 Old Broadway,manhattan,3/29/16 1:22,3/29/16 4:37,40.81814616,-73.95537402
Structural-Sidewalk Shed,95 old broadway,new york,3/29/16 1:50,3/29/16 5:03,40.81814616,-73.95537402
Fire-2nd Alarm,157-11 Sanford Avenue,Queens,12/8/16 4:58,,40.71400364,-73.82998933
Fire-Other,1322 Bedford Avenue,Brooklyn,12/10/16 8:19,12/10/16 12:27,40.67820963,-73.9529089
Law Enforcement-Suspicious Package,725 5 Avenue,Manhattan,12/27/16 16:44,12/27/16 17:51,40.71442154,-74.00607638
Administration-Other,Seagirt Blvd & Beach 9 Street,Queens,11/14/16 15:53,2/26/17 20:45,40.71400364,-73.82998933
Fire-1st Alarm,151 West 100 Street,New York,12/23/16 13:36,,40.71442154,-74.00607638
Utility-Other,229 Duffield Street,Brooklyn,4/9/15 18:47,4/10/15 4:57,40.69124769,-73.98437529
Fire-3rd Alarm,1230 Saint Marks Ave,Brooklyn,4/8/15 11:17,4/10/15 7:04,40.67404267,-73.92892192
Utility-Water Main,Forest Hill Rd & Ashworth Ave,Staten Island,9/1/11 14:22,9/1/11 20:31,40.58993696,-74.14566942
Law Enforcement-Device,Bay Ridge Avenue & 3rd Avenue,Brooklyn,12/28/16 12:08,12/28/16 12:23,,
Fire-2nd Alarm,1018 University Avenue,Bronx,12/28/16 8:34,12/28/16 13:40,40.83403584,-73.93057738
HazMat-High Carbon Monoxide,260-08 86th Avenue,Queens,4/10/15 15:37,4/10/15 21:09,40.73352061,-73.70670514
Transportation-Other,212 Street & Hillside Avenue,Queens,4/11/15 1:41,4/11/15 5:27,40.72470332,-73.75410653
Structural-Stability Problem,5th Avenue & Sterling Place,Brooklyn,8/28/11 17:59,9/3/11 7:59,40.67904626,-73.97867814
Fire-4th Alarm,725 West 135 Street,Manhattan,7/20/11 12:07,9/6/11 10:38,40.82141067,-73.9581647
Other-Flooding Condition,CIBUS,Brooklyn,8/14/11 4:36,9/6/11 12:21,40.58439265,-73.98176041
Structural-Partial Collapse,626 Ocean View Avenue,Brooklyn,6/19/12 13:47,6/19/12 18:39,40.57962567,-73.96190171
Fire-2nd Alarm,5311 4 avenue,Brooklyn,12/21/14 0:19,12/21/14 3:09,40.64466074,-74.01444267
Fire-2nd Alarm,98-02 218 street,queens,5/31/15 18:49,5/31/15 19:00,40.71631418,-73.73764176
HazMat-Other,2024 Jerome Avenue,Bronx,3/31/16 3:59,3/31/16 11:03,40.8532256,-73.90786698
Law Enforcement-Device,West 46 Street & 7 Avenue,Manhattan,4/2/16 20:21,4/2/16 21:14,40.75857393,-73.98504894
Structural-Scaffold,425 Neptune Avenue,Brooklyn,4/3/16 6:22,4/3/16 7:07,,
Structural-Crane,360 East 89 Street,Manhattan,4/3/16 11:40,4/3/16 12:03,40.77922326,-73.94897298
Structural-Falling Debris,137 88 Street,Brooklyn,4/3/16 10:48,4/3/16 19:14,40.62303539,-74.03577438
Fire-10-76 (Commercial High Rise Fire),1140 Ave of the Americas,Manhattan,4/11/15 11:59,4/11/15 14:20,40.71443043,-74.00609861
Administration-Planned Event,East 161st Street & River Avenue,Bronx,4/11/15 3:23,4/11/15 17:43,40.8276729,-73.92601773
Utility-Transformer,E 14th Street & Avenue C,Manhattan,9/6/11 20:43,9/6/11 21:35,40.72847615,-73.97569656
Utility-High Tension Wires,30th Street & 35th Ave,Queens,9/6/11 20:54,9/6/11 23:07,40.7585038,-73.92930198
Fire-Sensitive Location,1569 47th street,Brooklyn,9/7/11 10:46,9/7/11 12:04,40.63215808,-73.9843459
Fire-2nd Alarm,675 Lincoln Avenue,Brooklyn,12/14/11 14:00,12/14/11 15:33,40.6726742,-73.86643565
Medical-Food Poisoning,1500 East 92 St,Brooklyn,12/16/11 14:36,12/16/11 17:14,40.63501449,-73.89726214
Structural-Scaffold,222 W 14 St.,Manhattan,12/16/11 8:01,12/17/11 0:41,40.73891427,-74.00055933
Fire-1st Alarm,127 N Portland Ave,Brooklyn,12/17/11 15:44,12/17/11 16:43,40.69431765,-73.97602274
LawEnforcement-Suspicious Package,34-16 Astoria Blvd,Queens,12/18/11 0:05,12/18/11 0:26,40.76958059,-73.91559304
Fire-Sensitive Location,405 E 42 Street,Manhattan,3/22/15 19:00,3/22/15 19:30,40.7486486,-73.96948157
Fire-4th Alarm,1055 Grand Concourse,Bronx,9/30/15 4:36,10/1/15 21:05,,
Structural-Partial Collapse,4056 Hill Avenue,Bronx,4/3/16 7:30,4/4/16 9:15,40.89244681,-73.83966667
LawEnforcement-Device,92-42 52nd Ave,Queens,9/7/11 21:18,9/7/11 21:34,40.7394676,-73.87080527
HazMat-Freon Leak,34-01 38th Avenue,Queens,9/8/11 13:33,9/8/11 13:39,40.75250396,-73.92958988
Fire-10-77 (Residential High Rise),303 W 34th St,Manhattan,12/18/11 10:44,12/18/11 12:13,40.75239357,-73.99392557
Structural-Construction Accident,355  Marcy Avenue,Brooklyn,12/18/11 18:24,12/18/11 20:51,40.70441633,-73.95190117
Fire-4th Alarm,170  81 St,Brooklyn,6/21/12 3:45,6/21/12 11:09,40.62801514,-74.033457
Rescue-Trench Collapse,Travis Avenue & Victory Blvd,Staten Island,6/21/12 10:43,6/21/12 14:43,40.59982728,-74.17822286
Utility-Power Outage,1925 University Ave,Bronx,6/21/12 14:31,6/22/12 7:55,40.85324853,-73.91264566
Utility-Manhole,Park Avenue  & East 149 Street,Bronx,6/21/12 10:48,6/22/12 16:01,40.8180125,-73.92518515
Fire-2nd Alarm,216 East 36 St.,New York,12/21/14 1:11,12/21/14 3:36,40.74654769,-73.97611943
Transportation-Other,West 31 Street & 7 Avenue,Manhattan,4/4/16 21:05,4/4/16 21:19,40.7491025,-73.99200582
Structural-Other,650 West 57 Street,Manhattan,4/5/16 0:37,4/6/16 6:24,40.77120327,-73.99354838
Fire-Brush,Richmond Hill Road & Forest Hill Road,Staten Island,4/6/16 18:20,4/6/16 19:20,40.58061768,-74.15252871
Structural-Stability Problem,West 125 Street & Broadway,Manhattan,4/5/16 15:29,4/8/16 9:25,40.81569072,-73.95829474
Law Enforcement-Haz Mat,30 7th Avenue,Manhattan,4/8/16 4:33,4/8/16 18:20,,
Structural-Scaffold,396 Broadway,Manhattan,4/8/16 18:08,4/8/16 20:22,40.71848776,-74.00264426
Fire-5th Alarm,640 Parkside Avenue,Brooklyn,4/3/16 23:08,4/10/16 10:05,40.65614128,-73.9519576
Utility-Sewer Service,777 Seaview Ave,Staten Island,9/8/11 15:04,9/8/11 17:30,40.57950104,-74.07825202
Structural-Falling Debris,1250 St John's Place,Brooklyn,9/7/11 14:59,9/9/11 11:33,40.67091477,-73.93714892
LawEnforcement-Suspicious Package,East 116th Street & 2nd Avenue,Manhattan,12/19/11 9:04,12/19/11 10:53,40.79700362,-73.93777389
HazMat-Tanker With Hazmat,1000 Linwood Street,Brooklyn,12/19/11 13:29,12/19/11 14:18,40.66129736,-73.8765146
Fire-Manhole,108-09 38 Avenue,Queens,6/22/12 15:26,6/22/12 17:32,40.75250506,-73.85900285
Utility-Power Outage,3201 Kings Highway,Brooklyn,6/22/12 11:35,6/22/12 20:20,40.61791054,-73.94300889
Structural-Falling Debris,112-39 38th Ave.,Queens,6/22/12 20:17,6/22/12 21:13,40.75368039,-73.8550445
Fire-1st Alarm,4055 Victory Blvd,Staten Island,6/25/12 8:54,6/25/12 10:31,40.59261845,-74.18913162
Rescue-Confined Space,24-20 Jackson Ave,Queens,6/2/15 11:04,6/2/15 12:35,40.71400364,-73.82998933
Fire-2nd Alarm,600 West 136 Street,Manhattan,4/10/16 10:00,4/10/16 11:45,40.82093464,-73.95499639
Structural-Stability Problem,935 Bruckner Blvd,Bronx,4/11/16 12:19,4/11/16 14:53,40.81854649,-73.89240129
Structural-Other,1362 49th Street,Brooklyn,4/12/16 14:53,4/12/16 16:59,40.63423109,-73.99081982
Fire-3rd Alarm,209 East 165 Street,Bronx,4/13/16 15:54,4/13/16 22:07,40.83018906,-73.91855512
Fire-6th Alarm,1427 Dekalb Avenue,Brooklyn,3/29/16 22:15,4/14/16 9:20,40.70026715,-73.92321832
HazMat-Suspicious Powder,365 East 198 Street,Bronx,9/10/11 17:07,9/10/11 18:07,40.86691925,-73.88666475
Structural-Illegal Signs,123 Greenwich Street,Manhattan,9/10/11 20:00,9/10/11 23:25,40.7090835,-74.01309681
Structural-Collapse,1827 Pitkin Ave,Brooklyn,12/19/11 16:07,12/19/11 17:20,40.67047591,-73.90548427
Fire-10-76 (Commercial High Rise),156 5 Avenue,Manhattan,12/19/11 22:06,12/19/11 23:08,40.73990475,-73.99079082
Structural-Construction Accident,4 World Trade Ctr,Manhattan,6/26/12 13:46,6/26/12 15:32,40.71003061,-74.01146303
Transportation-Train Subway,,Manhattan,6/27/12 18:08,6/27/12 18:23,,
Structural-Falling Debris,,Manhattan,6/27/12 11:42,6/27/12 21:10,,
Structural-Street Collapse,31 Street & Hoyt Avenue S,Queens,6/28/12 20:45,6/28/12 21:33,,
Structural-Collapse,222 East 62nd Street,Manhattan,6/29/12 11:54,6/29/12 14:31,40.76313395,-73.96452941
Utility-Other,Plymouth Street  & Jay Street,Brooklyn,6/2/15 14:21,6/2/15 16:25,40.70375862,-73.98660849
Fire-5th Alarm,38-68 13 St,Queens,4/3/16 15:55,4/15/16 11:26,40.75739572,-73.94042421
Fire-2nd Alarm,141-40 185 St,Queens,4/16/16 15:03,4/16/16 21:08,40.6703472,-73.75890381
Fire-2nd Alarm,45 Kermit Place,Brooklyn,4/18/16 7:14,4/18/16 9:11,40.64852871,-73.97335447
Fire-2nd Alarm,1671 Coleman Street,Brooklyn,4/18/16 20:26,4/19/16 0:05,40.61754605,-73.93383131
Fire-4th Alarm,257 Hancock Street,Brooklyn,4/19/16 22:11,4/20/16 11:10,40.68304279,-73.94568261
Fire-2nd Alarm,961 East 173 Street,Bronx,12/28/16 17:00,12/28/16 18:28,40.83471699,-73.88577248
HazMat-Other,94 St Marks Place,Manhattan,4/11/15 20:53,4/11/15 21:26,40.71443043,-74.00609861
LawEnforcement-Suspicious Package,W 42nd St & 6th Ave,Manhattan,9/11/11 0:48,9/11/11 2:12,40.75484095,-73.98411855
Rescue-Confined Space,253 Broadway,Manhattan,9/15/11 14:41,,40.71324234,-74.00708087
Utility-Water Main,Harbor Rd & Richmond Terrace,Staten Island,12/20/11 17:25,12/20/11 21:14,40.63715287,-74.16019193
Fire-10-76 (Commercial High Rise),600 3rd Ave,Manhattan,12/20/11 19:09,12/20/11 22:24,40.76217926,-73.96612907
HazMat-Food Trailer,4465 Arthur Kill Road,Staten Island,12/21/11 9:38,12/21/11 13:29,40.533499,-74.23732522
Fire-1st Alarm,203 Underhill Ave,Brooklyn,12/17/11 16:33,12/21/11 14:21,40.67479454,-73.96678992
Medical-Public Health,201 West 70 Street,Mnahattan,12/23/14 13:46,12/23/14 21:19,40.77748765,-73.98300829
Fire-2nd Alarm,1337 Ellison Avenue,Bronx,8/22/15 8:37,8/22/15 10:25,40.83693834,-73.83602755
Utility-Manhole,56 Joralemon Street,Brooklyn,4/20/16 8:35,4/20/16 14:23,40.69355707,-73.99740721
Fire-2nd Alarm,133rd Avenue & Bedell Street,Queens,4/20/16 15:36,4/20/16 18:33,40.67655065,-73.76837387
Law Enforcement-Suspicious Package,Richmond Avenue & Tennyson Drive,Staten Island,4/20/16 17:58,4/20/16 19:13,40.5330455,-74.15184815
Fire-2nd Alarm,1116 Belmont Avenue,Brooklyn,4/20/16 20:15,4/20/16 21:33,40.6746876,-73.86771142
Fire-2nd Alarm,59-38 48 Avenue,Queens,4/19/16 10:47,4/20/16 22:28,40.73855416,-73.9052614
Administration-Planned Event,"Andrea Bocelli Concert, 09/15/2011",Manhattan,9/7/11 16:16,9/16/11 2:14,40.77816616,-73.96889117
Utility-Water Main,Bleeker St & Lafayette Ave,Manhattan,9/16/11 12:29,9/16/11 12:44,,
Fire-2nd Alarm,1916 Adam Clayton Powell Jr Blvd,Manhattan,12/22/11 6:01,12/22/11 7:22,40.80291739,-73.95275828
Structural-Construction Accident,24 Mercer Street,Manhattan,12/22/11 14:41,12/22/11 16:04,40.72079063,-74.00182543
Transportation-Car,East 180 Street & Southern Blvd,Bronx,6/30/12 14:58,6/30/12 16:17,40.84598596,-73.88446674
LawEnforcement-Suspicious Package,Pearl Street & Prospect Street,Brooklyn,7/1/12 12:51,7/1/12 13:19,40.70066265,-73.98774155
Utility-Manhole,196 Flatbush Ave,Brooklyn,7/1/12 17:45,7/2/12 3:55,40.68155988,-73.97564876
Structural-Street Collapse,FDR Drive Southbound & 14th Street,Manhattan,7/1/12 8:53,7/2/12 12:48,40.72683941,-73.97191671
Structural-Unstable Scaffolding,682 Bushwick Ave,Brooklyn,11/8/13 7:34,11/8/13 9:25,40.69696228,-73.93165002
Fire-2nd Alarm,1948 East 16 Street,Brooklyn,8/23/15 2:12,8/23/15 4:29,40.60240272,-73.95614123
HazMat-Other,150 Greenwich st,Manhattan,4/22/16 10:58,4/22/16 11:18,40.71051358,-74.01254522
Rescue-Other,Seaview Avenue  & Father Capodanno Blvd,staten Island,4/22/16 11:13,4/22/16 12:03,40.57925157,-74.07780174
Structural-Construction Accident,,Brooklyn,4/22/16 8:46,4/22/16 12:28,,
Law Enforcement-Other,5002 19 Avenue,Brooklyn,4/23/16 19:41,4/23/16 21:13,40.62625874,-73.97932904
Utility-Water Condition,W 179 St & Pinehurst Avenue,Manhattan,9/16/11 6:24,9/16/11 20:23,40.84952492,-73.93991518
Fire-1st Alarm,600 Kingston Ave,Brooklyn,12/23/11 1:57,12/23/11 2:44,40.65889268,-73.94245847
Structural-Scaffold,41-15 45 St,Queens,7/2/12 11:07,7/2/12 14:57,40.74640914,-73.91898596
Fire-Manhole,West 131 Street & Amsterdam Avenue,Manhattan,6/27/12 11:51,7/3/12 12:00,40.81636158,-73.95408907
Fire-Manhole,94  Prince St,Manhattan,12/29/12 14:22,12/29/12 16:32,40.72468271,-73.9987048
Fire-1st Alarm,38-54 Vernon Blvd,Queens,6/24/13 16:29,6/24/13 17:48,40.75903636,-73.94447999
Utility-Water Service Line,1308 Loring Avenue,Brooklyn,4/23/16 3:06,4/24/16 6:20,40.6676884,-73.86301395
Fire-2nd Alarm,59 Thompson Street,Manhattan,4/24/16 5:45,4/24/16 8:42,,
Fire-2nd Alarm,313 East 170th Street,Bronx,4/24/16 13:07,4/24/16 14:11,40.83738779,-73.9102777
Fire-Haz Mat,Varick Street,Manhattan,4/28/16 21:22,4/29/16 0:12,,
Fire-2nd Alarm,88th Street & 165th Avenue,Queens,4/29/16 0:30,4/29/16 3:00,40.64843706,-73.84205489
Structural-Evacuation,210 Freeman Street,Brooklyn,4/19/16 17:41,4/29/16 11:26,40.73460649,-73.95323971
Rescue-elevator rescue,285 Madison Ave,Manhattan,12/14/11 10:22,12/23/11 15:16,40.75175522,-73.98003722
Fire-2nd Alarm,1679 West 1st Street,Brooklyn,12/23/11 16:43,12/24/11 12:34,40.60707994,-73.97469273
Fire-1st Alarm,24-09  28 ST,Queens,7/3/12 12:39,7/3/12 21:00,40.77315833,-73.91744426
LawEnforcement-Suspicious Package,Broadway & Vesey St,Manhattan,7/4/12 10:17,7/4/12 10:46,40.71139227,-74.00859925
Structural-Collapse,89 Hanson Place,Brooklyn,6/24/13 11:42,6/26/13 5:13,40.68555316,-73.97400311
HazMat-High Carbon Monoxide,3049 Ocean Parkway,Brooklyn,6/26/13 12:49,6/26/13 13:50,40.57661661,-73.96844784
Structural-Partial Collapse,337 Lenox Road,Brooklyn,6/26/13 17:38,6/26/13 19:02,40.65426227,-73.94831533
LawEnforcement-Suspicious Package,W 42 St & 8 Ave,Manhattan,6/26/13 19:25,6/26/13 19:52,40.75723227,-73.98979219
Administration-Drill,West 129 Street & Broadway,Manhattan,6/26/13 9:52,6/26/13 22:08,40.8163191,-73.95783192
Rescue-Confined Space,181-14 Kildare Road,Queens,6/27/13 7:57,6/27/13 9:55,40.72492928,-73.78642157
Structural-Stability Problem,3275 Westchester Ave,Bronx,6/4/15 18:27,6/4/15 20:49,40.85266713,-73.8277038
Utility-Other,65 5th Avenue,Manhattan,4/27/16 9:30,4/29/16 12:49,40.73565608,-73.99385853
Administration-Planned Event,533 West 52nd Street,New York,4/28/16 12:34,4/29/16 13:46,40.76656184,-73.99234307
Fire-School,1235 5th Avenue,Manhattan,2/20/15 9:53,2/20/15 13:39,40.793401,-73.95174298
Fire-Explosion,1470 Madison Avenue,Manhattan,2/20/15 18:13,2/20/15 20:16,40.79045594,-73.95182095
Fire-2nd Alarm,3384 Bedford Avenue,Brooklyn,3/21/15 0:42,3/23/15 10:55,40.61997532,-73.95043471
Fire-2nd Alarm,135-03 Hawtree Street,Queens,3/22/15 9:23,3/23/15 12:53,40.67436363,-73.83764217
Law Enforcement-Suspicious Package,1535 Broadway,Manhattan,6/7/15 15:32,6/7/15 17:27,40.75826657,-73.98546772
Transportation-Commercial Bus,West 48 & 12 Avenue,Manhattan,6/10/15 13:57,6/10/15 14:30,40.76553005,-73.99767155
Fire-10-76 (Commercial High Rise Fire),1515 Broadway,Manhattan,6/10/15 17:13,6/10/15 18:37,40.75763532,-73.98580355
Law Enforcement-Other,10 Columbus Circle,Manhattan,6/10/15 17:30,6/10/15 19:04,40.76786998,-73.9823176
Utility-Water Main,3701 Jerome Ave,Bronx,9/3/15 10:10,9/3/15 12:12,40.88767135,-73.87807603
Utility-Power Outage,1111 amsterdam avenue,manhattan,4/30/16 12:15,,40.80584111,-73.96175055
Utility-Water Service Line,3353 3rd ave,bronx,4/30/16 7:03,4/30/16 17:31,40.82657434,-73.90771237
Law Enforcement-Suspicious Package,West 23 Street & 6 Avenue,Manhattan,5/1/16 7:55,5/1/16 8:09,40.7429104,-73.9928041
Structural-Sidewalk Collapse,4 West 16th Street,Manhattan,5/1/16 13:48,5/2/16 21:27,40.73752522,-73.99314027
Utility-Power Outage,2121 East 37 Street,Brooklyn,5/3/16 1:10,5/3/16 2:13,40.60812256,-73.92824393
Utility-Power Outage,207 street & 115 Avenue,Queens,5/3/16 3:48,5/3/16 4:32,40.69980011,-73.74677698
Structural-Street Collapse,Stuyvesant Place & Hamilton Avenue,Staten Island,6/25/13 13:22,6/25/13 15:54,40.64520308,-74.07842277
Utility-Sink Hole,278  43 Street,Brooklyn,6/19/13 17:04,6/25/13 19:12,40.65207475,-74.01131252
Fire-Manhole,1378 Clinton Avenue,Bronx,6/25/13 23:19,6/26/13 1:42,40.83340165,-73.89931554
Utility-Power Outage,,Bronx,7/5/13 17:30,7/5/13 20:30,40.89455775,-73.86105621
Utility-Gas Service Line,2378 86 Street,Brooklyn,2/20/15 16:46,2/20/15 22:20,40.59948193,-73.9897947
HazMat-High Carbon Monoxide,536 East 138 Street,Bronx,2/20/15 22:01,2/21/15 9:56,40.80716343,-73.91830515
HazMat-High Carbon Monoxide,820 East 167 Street,Bronx,2/21/15 22:10,2/22/15 3:43,40.82659803,-73.89992203
Utility-Water Main,120-47 178 Street,Queens,2/21/15 22:30,2/22/15 8:40,40.68387072,-73.76553248
Utility-Other,Queens Boulevard & Woodhaven Boulevard,Queens,5/3/16 7:29,5/3/16 9:06,40.73349727,-73.87036942
Fire-2nd Alarm,,Brooklyn,4/30/16 18:41,5/3/16 21:46,,
Utility-Other,245 lewis avenue,Brooklyn,5/4/16 9:58,5/4/16 11:09,40.68778626,-73.9359972
Structural-Stability Problem,345 Atlantic Avenue,Brooklyn,5/5/16 9:55,5/5/16 16:41,40.68790767,-73.98732201
Utility-Other,,Brooklyn,5/5/16 22:03,5/6/16 5:33,,
Structural-Other,1656 East 233 street,Bronx,5/8/16 6:38,5/8/16 8:31,40.88835117,-73.82784278
Weather-Rain,,Brooklyn,4/29/16 6:59,5/9/16 2:47,,
Utility-Water Main,229 Street & Merrick Boulevard,Queens,5/9/16 20:36,5/10/16 11:37,40.67639968,-73.74131745
Rescue-High Angle,Maiden Lane & Nassau Street,Manhattan,5/10/16 10:09,5/10/16 18:59,40.70904547,-74.00889111
Fire-Manhole,Flatbush Ave  & Ditmas Ave,Brooklyn,7/4/12 20:36,7/4/12 21:21,40.6405826,-73.95571617
